name,label
Tinea%20Versicolor_80rotated180.jpg,Tinea%20Versicolor
Psoriasis_163.jpg,Psoriasis
Vitiligo_157_vertical.jpg,Vitiligo
Rubeola%20(Measles)_189rotated180.jpg,Rubeola%20(Measles)
Hemangioma%20of%20Skin_158_horivertical.jpg,Hemangioma%20of%20Skin
Vitiligo_4_horizontal.jpg,Vitiligo
Actinic%20Keratosis_77.jpg,Actinic%20Keratosis
Pemphigoid_12_horizontal.jpg,Pemphigoid
Shingles_62_vertical.jpg,Shingles
Dermatomyositis_58_horivertical.jpg,Dermatomyositis
Keloid_101.jpg,Keloid
Keloid_172_vertical.jpg,Keloid
Actinic%20Keratosis_36rotated180.jpg,Actinic%20Keratosis
Hemangioma%20of%20Skin_114_horizontal.jpg,Hemangioma%20of%20Skin
Rubeola%20(Measles)_62_vertical.jpg,Rubeola%20(Measles)
Sebaceous%20Cyst_38.jpg,Sebaceous%20Cyst
Tinea%20Versicolor_140_horivertical.jpg,Tinea%20Versicolor
Herpes%20Stomatitis_26_vertical.jpg,Herpes%20Stomatitis
Keloid_13.jpg,Keloid
Corns%20and%20Calluses_94_vertical.jpg,Corns%20and%20Calluses
Rosacea_28_vertical.jpg,Rosacea
Lichen%20Planus_129_horivertical.jpg,Lichen%20Planus
Hives_73_vertical.jpg,Hives
Herpes%20Stomatitis_53_horizontal.jpg,Herpes%20Stomatitis
Fungal%20Nail%20Infection_59_horivertical.jpg,Fungal%20Nail%20Infection
Keloid_190.jpg,Keloid
Stasis%20Dermatitis%20and%20Leg%20Ulcers_261rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_37_horivertical.jpg,Acrodermatitis
Seborrheic%20Eczema_169rotated270.jpg,Seborrheic%20Eczema
Shingles_109_horivertical.jpg,Shingles
Skin%20Cancer_270_vertical.jpg,Skin%20Cancer
Shingles_3.jpg,Shingles
Cold%20Sore_4_horizontal.jpg,Cold%20Sore
Dermatomyositis_4_horivertical.jpg,Dermatomyositis
Seborrheic%20Eczema_119rotated90.jpg,Seborrheic%20Eczema
Carbuncle_27_horizontal.jpg,Carbuncle
Dyshidrotic%20Eczema_118_horivertical.jpg,Dyshidrotic%20Eczema
Cellulitis_53.jpg,Cellulitis
Actinic%20Keratosis_77_vertical.jpg,Actinic%20Keratosis
Fungal%20Nail%20Infection_5_vertical.jpg,Fungal%20Nail%20Infection
Pemphigoid_186rotated180.jpg,Pemphigoid
Warts_51_vertical.jpg,Warts
Acrodermatitis_129_vertical.jpg,Acrodermatitis
Tinea%20Versicolor_181.jpg,Tinea%20Versicolor
Mouth%20Ulcers_8_horizontal.jpg,Mouth%20Ulcers
Mouth%20Ulcers_137rotated270.jpg,Mouth%20Ulcers
Rosacea_97rotated180.jpg,Rosacea
Stasis%20Dermatitis%20and%20Leg%20Ulcers_45.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_41rotated270.jpg,Acrodermatitis
Cold%20Sore_1rotated270.jpg,Cold%20Sore
Dyshidrotic%20Eczema_86rotated270.jpg,Dyshidrotic%20Eczema
Pemphigoid_276.jpg,Pemphigoid
Molluscum%20Contagiosum_47rotated180.jpg,Molluscum%20Contagiosum
Herpes%20Stomatitis_77_horizontal.jpg,Herpes%20Stomatitis
Rosacea_85_horizontal.jpg,Rosacea
Psoriasis_125rotated180.jpg,Psoriasis
Lichen%20Planus_81_horizontal.jpg,Lichen%20Planus
Vitiligo_200_vertical.jpg,Vitiligo
Impetigo_57rotated180.jpg,Impetigo
Psoriasis_156rotated270.jpg,Psoriasis
Keloid_150rotated270.jpg,Keloid
Psoriasis_11rotated180.jpg,Psoriasis
Carbuncle_6_horizontal.jpg,Carbuncle
Molluscum%20Contagiosum_64_vertical.jpg,Molluscum%20Contagiosum
Dyshidrotic%20Eczema_120_horizontal.jpg,Dyshidrotic%20Eczema
Hemangioma%20of%20Skin_20_horizontal.jpg,Hemangioma%20of%20Skin
Seborrheic%20Keratosis_53.jpg,Seborrheic%20Keratosis
Seborrheic%20Keratosis_73_vertical.jpg,Seborrheic%20Keratosis
Eczema_2_vertical.jpg,Eczema
Psoriasis_167.jpg,Psoriasis
Warts_18rotated90.jpg,Warts
Tinea%20Versicolor_184rotated90.jpg,Tinea%20Versicolor
Eczema_41rotated180.jpg,Eczema
Keloid_145_horivertical.jpg,Keloid
Hives_2_vertical.jpg,Hives
Seborrheic%20Eczema_58.jpg,Seborrheic%20Eczema
Seborrheic%20Keratosis_100.jpg,Seborrheic%20Keratosis
Erysipelas_30rotated90.jpg,Erysipelas
Hives_44.jpg,Hives
Rosacea_36_horizontal.jpg,Rosacea
Acrodermatitis_38rotated270.jpg,Acrodermatitis
Lichen%20Planus_167rotated180.jpg,Lichen%20Planus
Acrodermatitis_158.jpg,Acrodermatitis
Acrodermatitis_93rotated270.jpg,Acrodermatitis
Stasis%20Dermatitis%20and%20Leg%20Ulcers_202.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Skin%20Cancer_276rotated270.jpg,Skin%20Cancer
Seborrheic%20Eczema_35rotated180.jpg,Seborrheic%20Eczema
Decubitus%20Ulcer_70rotated270.jpg,Decubitus%20Ulcer
Ichthyosis%20Vulgaris_21_horivertical.jpg,Ichthyosis%20Vulgaris
Ichthyosis%20Vulgaris_7_horivertical.jpg,Ichthyosis%20Vulgaris
Skin%20Cancer_135rotated90.jpg,Skin%20Cancer
Stasis%20Dermatitis%20and%20Leg%20Ulcers_27.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Hives_20rotated270.jpg,Hives
Stasis%20Dermatitis%20and%20Leg%20Ulcers_272_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Skin%20Cancer_249rotated270.jpg,Skin%20Cancer
Corns%20and%20Calluses_54_horivertical.jpg,Corns%20and%20Calluses
Acne_165rotated270.jpg,Acne
Herpes%20Stomatitis_16.jpg,Herpes%20Stomatitis
Mouth%20Ulcers_31.jpg,Mouth%20Ulcers
Acrodermatitis_177rotated270.jpg,Acrodermatitis
Sebaceous%20Cyst_41rotated180.jpg,Sebaceous%20Cyst
Actinic%20Keratosis_53rotated270.jpg,Actinic%20Keratosis
Corns%20and%20Calluses_11_horivertical.jpg,Corns%20and%20Calluses
Seborrheic%20Keratosis_54rotated270.jpg,Seborrheic%20Keratosis
Fungal%20Nail%20Infection_16.jpg,Fungal%20Nail%20Infection
Rubeola%20(Measles)_156rotated270.jpg,Rubeola%20(Measles)
Acne_6rotated270.jpg,Acne
Acrodermatitis_160rotated90.jpg,Acrodermatitis
Pilonidal%20Sinus_44_horivertical.jpg,Pilonidal%20Sinus
Lichen%20Planus_51rotated180.jpg,Lichen%20Planus
Dyshidrotic%20Eczema_51_horizontal.jpg,Dyshidrotic%20Eczema
Lichen%20Planus_27rotated180.jpg,Lichen%20Planus
Necrotizing%20Fasciitis_100rotated180.jpg,Necrotizing%20Fasciitis
Hives_100_horivertical.jpg,Hives
Pilonidal%20Sinus_70_horivertical.jpg,Pilonidal%20Sinus
Decubitus%20Ulcer_96_vertical.jpg,Decubitus%20Ulcer
Dermatomyositis_34.jpg,Dermatomyositis
Molluscum%20Contagiosum_31rotated90.jpg,Molluscum%20Contagiosum
Warts_35_horivertical.jpg,Warts
Mouth%20Ulcers_119.jpg,Mouth%20Ulcers
Shingles_89.jpg,Shingles
Stasis%20Dermatitis%20and%20Leg%20Ulcers_298_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Hemangioma%20of%20Skin_198rotated90.jpg,Hemangioma%20of%20Skin
Seborrheic%20Eczema_100_horivertical.jpg,Seborrheic%20Eczema
Herpes%20Stomatitis_62_horizontal.jpg,Herpes%20Stomatitis
Hemangioma%20of%20Skin_55rotated90.jpg,Hemangioma%20of%20Skin
Molluscum%20Contagiosum_57rotated90.jpg,Molluscum%20Contagiosum
Ingrown%20Nails_60rotated90.jpg,Ingrown%20Nails
Molluscum%20Contagiosum_48_horivertical.jpg,Molluscum%20Contagiosum
Ingrown%20Nails_13_horizontal.jpg,Ingrown%20Nails
Dyshidrotic%20Eczema_4rotated270.jpg,Dyshidrotic%20Eczema
Necrotizing%20Fasciitis_14.jpg,Necrotizing%20Fasciitis
Rubeola%20(Measles)_140_vertical.jpg,Rubeola%20(Measles)
Keloid_119rotated180.jpg,Keloid
Canker%20Sore_23_horizontal.jpg,Canker%20Sore
Seborrheic%20Eczema_48rotated270.jpg,Seborrheic%20Eczema
Seborrheic%20Keratosis_21.jpg,Seborrheic%20Keratosis
Eczema_26_vertical.jpg,Eczema
Actinic%20Keratosis_69_horizontal.jpg,Actinic%20Keratosis
Erysipelas_93rotated270.jpg,Erysipelas
Shingles_60_horizontal.jpg,Shingles
Seborrheic%20Eczema_96.jpg,Seborrheic%20Eczema
Seborrheic%20Keratosis_25_horizontal.jpg,Seborrheic%20Keratosis
Vitiligo_134_horizontal.jpg,Vitiligo
Acne_159.jpg,Acne
Molluscum%20Contagiosum_3_horizontal.jpg,Molluscum%20Contagiosum
Skin%20Cancer_134rotated270.jpg,Skin%20Cancer
Skin%20Cancer_134rotated90.jpg,Skin%20Cancer
Molluscum%20Contagiosum_44.jpg,Molluscum%20Contagiosum
Mouth%20Ulcers_113rotated270.jpg,Mouth%20Ulcers
Seborrheic%20Keratosis_65rotated270.jpg,Seborrheic%20Keratosis
Herpes%20Stomatitis_64_horivertical.jpg,Herpes%20Stomatitis
Erysipelas_11rotated90.jpg,Erysipelas
Acne_175rotated90.jpg,Acne
Pemphigoid_143rotated90.jpg,Pemphigoid
Corns%20and%20Calluses_27_horivertical.jpg,Corns%20and%20Calluses
Hives_13_horizontal.jpg,Hives
Skin%20Cancer_207rotated90.jpg,Skin%20Cancer
Lichen%20Planus_180_horizontal.jpg,Lichen%20Planus
Seborrheic%20Eczema_190rotated90.jpg,Seborrheic%20Eczema
Lichen%20Planus_191rotated90.jpg,Lichen%20Planus
Skin%20Cancer_8rotated90.jpg,Skin%20Cancer
Lichen%20Planus_125.jpg,Lichen%20Planus
Pilonidal%20Sinus_46_horivertical.jpg,Pilonidal%20Sinus
Tinea%20Versicolor_171rotated90.jpg,Tinea%20Versicolor
Cellulitis_22_vertical.jpg,Cellulitis
Keloid_134.jpg,Keloid
Cellulitis_98rotated90.jpg,Cellulitis
Acrodermatitis_66_horivertical.jpg,Acrodermatitis
Shingles_19.jpg,Shingles
Stasis%20Dermatitis%20and%20Leg%20Ulcers_44_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Cellulitis_56_horivertical.jpg,Cellulitis
Vitiligo_15_horivertical.jpg,Vitiligo
Skin%20Cancer_246rotated180.jpg,Skin%20Cancer
Seborrheic%20Eczema_156_horivertical.jpg,Seborrheic%20Eczema
Ichthyosis%20Vulgaris_49rotated90.jpg,Ichthyosis%20Vulgaris
Diaper%20Rash_34_horivertical.jpg,Diaper%20Rash
Dermatomyositis_78.jpg,Dermatomyositis
Lichen%20Planus_117rotated90.jpg,Lichen%20Planus
Lupus_67.jpg,Lupus
Pilonidal%20Sinus_69rotated270.jpg,Pilonidal%20Sinus
Shingles_153rotated90.jpg,Shingles
Cutaneous%20Candidiasis_135rotated90.jpg,Cutaneous%20Candidiasis
Rubeola%20(Measles)_100rotated270.jpg,Rubeola%20(Measles)
Ichthyosis%20Vulgaris_82.jpg,Ichthyosis%20Vulgaris
Diaper%20Rash_33_horizontal.jpg,Diaper%20Rash
Stasis%20Dermatitis%20and%20Leg%20Ulcers_129rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Eczema_81.jpg,Eczema
Actinic%20Keratosis_128_vertical.jpg,Actinic%20Keratosis
Actinic%20Keratosis_26rotated180.jpg,Actinic%20Keratosis
Rosacea_58rotated90.jpg,Rosacea
Stasis%20Dermatitis%20and%20Leg%20Ulcers_153.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Impetigo_78_vertical.jpg,Impetigo
Skin%20Cancer_286_horizontal.jpg,Skin%20Cancer
Acne_9rotated180.jpg,Acne
Acrodermatitis_75rotated270.jpg,Acrodermatitis
Dyshidrotic%20Eczema_30_vertical.jpg,Dyshidrotic%20Eczema
Pemphigoid_143_horizontal.jpg,Pemphigoid
Seborrheic%20Eczema_98rotated180.jpg,Seborrheic%20Eczema
Impetigo_63_horivertical.jpg,Impetigo
Molluscum%20Contagiosum_99rotated180.jpg,Molluscum%20Contagiosum
Dyshidrotic%20Eczema_89.jpg,Dyshidrotic%20Eczema
Molluscum%20Contagiosum_77_horizontal.jpg,Molluscum%20Contagiosum
Molluscum%20Contagiosum_41.jpg,Molluscum%20Contagiosum
Lichen%20Planus_88_horivertical.jpg,Lichen%20Planus
Pemphigoid_113rotated180.jpg,Pemphigoid
Molluscum%20Contagiosum_50_horivertical.jpg,Molluscum%20Contagiosum
Psoriasis_43.jpg,Psoriasis
Rosacea_83rotated180.jpg,Rosacea
Keloid_42rotated180.jpg,Keloid
Corns%20and%20Calluses_17rotated270.jpg,Corns%20and%20Calluses
Actinic%20Keratosis_23_horizontal.jpg,Actinic%20Keratosis
Actinic%20Keratosis_3rotated180.jpg,Actinic%20Keratosis
Actinic%20Keratosis_9.jpg,Actinic%20Keratosis
Skin%20Cancer_17rotated180.jpg,Skin%20Cancer
Pemphigoid_30rotated270.jpg,Pemphigoid
Rubeola%20(Measles)_111rotated90.jpg,Rubeola%20(Measles)
Pemphigoid_43.jpg,Pemphigoid
Herpes%20Stomatitis_2_vertical.jpg,Herpes%20Stomatitis
Acrodermatitis_137_horizontal.jpg,Acrodermatitis
Acne_113_horizontal.jpg,Acne
Shingles_188_vertical.jpg,Shingles
Stasis%20Dermatitis%20and%20Leg%20Ulcers_171_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Herpes%20Stomatitis_83rotated180.jpg,Herpes%20Stomatitis
Pemphigoid_53rotated180.jpg,Pemphigoid
Lichen%20Planus_142_vertical.jpg,Lichen%20Planus
Hemangioma%20of%20Skin_54rotated270.jpg,Hemangioma%20of%20Skin
Corns%20and%20Calluses_37_vertical.jpg,Corns%20and%20Calluses
Stasis%20Dermatitis%20and%20Leg%20Ulcers_202_horizontal.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Tinea%20Versicolor_195rotated90.jpg,Tinea%20Versicolor
Hemangioma%20of%20Skin_115_vertical.jpg,Hemangioma%20of%20Skin
Cellulitis_28_horizontal.jpg,Cellulitis
Molluscum%20Contagiosum_1rotated270.jpg,Molluscum%20Contagiosum
Canker%20Sore_87rotated180.jpg,Canker%20Sore
Shingles_48_horizontal.jpg,Shingles
Skin%20Cancer_252_vertical.jpg,Skin%20Cancer
Carbuncle_36_vertical.jpg,Carbuncle
Psoriasis_108_vertical.jpg,Psoriasis
Dyshidrotic%20Eczema_104rotated90.jpg,Dyshidrotic%20Eczema
Acrodermatitis_167rotated270.jpg,Acrodermatitis
Seborrheic%20Eczema_122_horivertical.jpg,Seborrheic%20Eczema
Vitiligo_199_horizontal.jpg,Vitiligo
Lichen%20Planus_50rotated270.jpg,Lichen%20Planus
Pemphigoid_287rotated270.jpg,Pemphigoid
Keloid_79.jpg,Keloid
Stasis%20Dermatitis%20and%20Leg%20Ulcers_40_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Skin%20Cancer_202rotated180.jpg,Skin%20Cancer
Rubeola%20(Measles)_5.jpg,Rubeola%20(Measles)
Vitiligo_8_horivertical.jpg,Vitiligo
Keloid_9_vertical.jpg,Keloid
Stasis%20Dermatitis%20and%20Leg%20Ulcers_202rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Hives_44_horizontal.jpg,Hives
Ichthyosis%20Vulgaris_68.jpg,Ichthyosis%20Vulgaris
Dyshidrotic%20Eczema_117_vertical.jpg,Dyshidrotic%20Eczema
Ichthyosis%20Vulgaris_52.jpg,Ichthyosis%20Vulgaris
Seborrheic%20Eczema_58rotated270.jpg,Seborrheic%20Eczema
Rosacea_74_horizontal.jpg,Rosacea
Mouth%20Ulcers_151_horivertical.jpg,Mouth%20Ulcers
Skin%20Cancer_60_horivertical.jpg,Skin%20Cancer
Rosacea_89_horizontal.jpg,Rosacea
Seborrheic%20Eczema_185rotated90.jpg,Seborrheic%20Eczema
Lichen%20Planus_119rotated90.jpg,Lichen%20Planus
Corns%20and%20Calluses_15_horizontal.jpg,Corns%20and%20Calluses
Shingles_151_horizontal.jpg,Shingles
Shingles_155.jpg,Shingles
Fungal%20Nail%20Infection_43_horivertical.jpg,Fungal%20Nail%20Infection
Vitiligo_145_vertical.jpg,Vitiligo
Pilonidal%20Sinus_4_vertical.jpg,Pilonidal%20Sinus
Pemphigoid_103_vertical.jpg,Pemphigoid
Sebaceous%20Cyst_81.jpg,Sebaceous%20Cyst
Pemphigoid_67rotated180.jpg,Pemphigoid
Lichen%20Planus_113_horivertical.jpg,Lichen%20Planus
Sebaceous%20Cyst_66rotated90.jpg,Sebaceous%20Cyst
Cellulitis_12.jpg,Cellulitis
Herpes%20Stomatitis_116rotated270.jpg,Herpes%20Stomatitis
Psoriasis_143rotated90.jpg,Psoriasis
Erysipelas_24_horivertical.jpg,Erysipelas
Rosacea_99rotated270.jpg,Rosacea
Stasis%20Dermatitis%20and%20Leg%20Ulcers_13rotated180.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Impetigo_8.jpg,Impetigo
Shingles_2_horizontal.jpg,Shingles
Stasis%20Dermatitis%20and%20Leg%20Ulcers_189_vertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_152rotated270.jpg,Acrodermatitis
Impetigo_37rotated90.jpg,Impetigo
Fungal%20Nail%20Infection_64.jpg,Fungal%20Nail%20Infection
Canker%20Sore_60_vertical.jpg,Canker%20Sore
Molluscum%20Contagiosum_25rotated180.jpg,Molluscum%20Contagiosum
Canker%20Sore_26.jpg,Canker%20Sore
Tinea%20Versicolor_120_horivertical.jpg,Tinea%20Versicolor
Erysipelas_72rotated180.jpg,Erysipelas
Pemphigoid_202rotated90.jpg,Pemphigoid
Dermatomyositis_98.jpg,Dermatomyositis
Dyshidrotic%20Eczema_200_horizontal.jpg,Dyshidrotic%20Eczema
Dyshidrotic%20Eczema_22rotated270.jpg,Dyshidrotic%20Eczema
Tinea%20Versicolor_80rotated270.jpg,Tinea%20Versicolor
Skin%20Cancer_100rotated180.jpg,Skin%20Cancer
Fungal%20Nail%20Infection_39_vertical.jpg,Fungal%20Nail%20Infection
Skin%20Cancer_300.jpg,Skin%20Cancer
Rubeola%20(Measles)_37_horivertical.jpg,Rubeola%20(Measles)
Impetigo_97rotated270.jpg,Impetigo
Dyshidrotic%20Eczema_182rotated90.jpg,Dyshidrotic%20Eczema
Eczema_34rotated270.jpg,Eczema
Pilonidal%20Sinus_32_horizontal.jpg,Pilonidal%20Sinus
Hemangioma%20of%20Skin_97_horizontal.jpg,Hemangioma%20of%20Skin
Vitiligo_63rotated180.jpg,Vitiligo
Seborrheic%20Eczema_117rotated180.jpg,Seborrheic%20Eczema
Carbuncle_80_horivertical.jpg,Carbuncle
Warts_51rotated180.jpg,Warts
Lichen%20Planus_116rotated180.jpg,Lichen%20Planus
Dyshidrotic%20Eczema_25_vertical.jpg,Dyshidrotic%20Eczema
Stasis%20Dermatitis%20and%20Leg%20Ulcers_201.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Mouth%20Ulcers_81_horizontal.jpg,Mouth%20Ulcers
Erysipelas_76rotated270.jpg,Erysipelas
Psoriasis_144rotated270.jpg,Psoriasis
Ichthyosis%20Vulgaris_47_horivertical.jpg,Ichthyosis%20Vulgaris
Ichthyosis%20Vulgaris_24_horizontal.jpg,Ichthyosis%20Vulgaris
Vitiligo_185_horizontal.jpg,Vitiligo
Rubeola%20(Measles)_132_horizontal.jpg,Rubeola%20(Measles)
Actinic%20Keratosis_133rotated270.jpg,Actinic%20Keratosis
Dyshidrotic%20Eczema_79.jpg,Dyshidrotic%20Eczema
Lupus_96_horivertical.jpg,Lupus
Tinea%20Versicolor_91rotated90.jpg,Tinea%20Versicolor
Keloid_172.jpg,Keloid
Fungal%20Nail%20Infection_4_horivertical.jpg,Fungal%20Nail%20Infection
Shingles_108_vertical.jpg,Shingles
Eczema_66rotated90.jpg,Eczema
Stasis%20Dermatitis%20and%20Leg%20Ulcers_87rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Dyshidrotic%20Eczema_70rotated180.jpg,Dyshidrotic%20Eczema
Vitiligo_193_horizontal.jpg,Vitiligo
Cutaneous%20Candidiasis_101rotated180.jpg,Cutaneous%20Candidiasis
Shingles_197rotated90.jpg,Shingles
Pilonidal%20Sinus_27.jpg,Pilonidal%20Sinus
Keloid_174rotated270.jpg,Keloid
Decubitus%20Ulcer_85rotated270.jpg,Decubitus%20Ulcer
Fungal%20Nail%20Infection_82rotated270.jpg,Fungal%20Nail%20Infection
Warts_94rotated180.jpg,Warts
Acrodermatitis_52rotated270.jpg,Acrodermatitis
Hemangioma%20of%20Skin_149rotated180.jpg,Hemangioma%20of%20Skin
Acrodermatitis_48rotated90.jpg,Acrodermatitis
Canker%20Sore_72rotated180.jpg,Canker%20Sore
Cold%20Sore_56rotated90.jpg,Cold%20Sore
Ingrown%20Nails_37_horivertical.jpg,Ingrown%20Nails
Vitiligo_115rotated90.jpg,Vitiligo
Ichthyosis%20Vulgaris_7rotated180.jpg,Ichthyosis%20Vulgaris
Eczema_10_vertical.jpg,Eczema
Pilonidal%20Sinus_25_horivertical.jpg,Pilonidal%20Sinus
Cold%20Sore_20rotated180.jpg,Cold%20Sore
Skin%20Cancer_51rotated270.jpg,Skin%20Cancer
Molluscum%20Contagiosum_78_vertical.jpg,Molluscum%20Contagiosum
Psoriasis_193rotated90.jpg,Psoriasis
Dyshidrotic%20Eczema_146.jpg,Dyshidrotic%20Eczema
Tinea%20Versicolor_11rotated270.jpg,Tinea%20Versicolor
Shingles_11_vertical.jpg,Shingles
Seborrheic%20Eczema_68.jpg,Seborrheic%20Eczema
Ichthyosis%20Vulgaris_88rotated90.jpg,Ichthyosis%20Vulgaris
Seborrheic%20Eczema_78_vertical.jpg,Seborrheic%20Eczema
Pilonidal%20Sinus_76_horivertical.jpg,Pilonidal%20Sinus
Cutis%20Laxa_73_horivertical.jpg,Cutis%20Laxa
Dyshidrotic%20Eczema_101_horizontal.jpg,Dyshidrotic%20Eczema
Cellulitis_8_horivertical.jpg,Cellulitis
Vitiligo_68_horizontal.jpg,Vitiligo
Cutaneous%20Candidiasis_180_horizontal.jpg,Cutaneous%20Candidiasis
Necrotizing%20Fasciitis_63_horizontal.jpg,Necrotizing%20Fasciitis
Shingles_139_horizontal.jpg,Shingles
Skin%20Cancer_281_horivertical.jpg,Skin%20Cancer
Carbuncle_36rotated90.jpg,Carbuncle
Rosacea_100_vertical.jpg,Rosacea
Lichen%20Planus_78_vertical.jpg,Lichen%20Planus
Actinic%20Keratosis_3rotated90.jpg,Actinic%20Keratosis
Corns%20and%20Calluses_11.jpg,Corns%20and%20Calluses
Psoriasis_139rotated180.jpg,Psoriasis
Acne_18rotated270.jpg,Acne
Lichen%20Planus_123_vertical.jpg,Lichen%20Planus
Ichthyosis%20Vulgaris_80rotated180.jpg,Ichthyosis%20Vulgaris
Carbuncle_36_horivertical.jpg,Carbuncle
Tinea%20Versicolor_91.jpg,Tinea%20Versicolor
Skin%20Cancer_7_horizontal.jpg,Skin%20Cancer
Cutaneous%20Candidiasis_149_horizontal.jpg,Cutaneous%20Candidiasis
Rosacea_79_vertical.jpg,Rosacea
Seborrheic%20Eczema_182_horivertical.jpg,Seborrheic%20Eczema
Hemangioma%20of%20Skin_41_horivertical.jpg,Hemangioma%20of%20Skin
Decubitus%20Ulcer_55rotated90.jpg,Decubitus%20Ulcer
Stasis%20Dermatitis%20and%20Leg%20Ulcers_102rotated180.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Herpes%20Stomatitis_7rotated270.jpg,Herpes%20Stomatitis
Vitiligo_49_vertical.jpg,Vitiligo
Keloid_187_vertical.jpg,Keloid
Acrodermatitis_128_horizontal.jpg,Acrodermatitis
Actinic%20Keratosis_80rotated180.jpg,Actinic%20Keratosis
Skin%20Cancer_39_horizontal.jpg,Skin%20Cancer
Hemangioma%20of%20Skin_70_horivertical.jpg,Hemangioma%20of%20Skin
Decubitus%20Ulcer_74rotated180.jpg,Decubitus%20Ulcer
Seborrheic%20Keratosis_81rotated180.jpg,Seborrheic%20Keratosis
Shingles_93_vertical.jpg,Shingles
Cutaneous%20Candidiasis_15_horizontal.jpg,Cutaneous%20Candidiasis
Eczema_23.jpg,Eczema
Acne_162rotated180.jpg,Acne
Acne_198_horivertical.jpg,Acne
Eczema_46.jpg,Eczema
Seborrheic%20Eczema_148rotated180.jpg,Seborrheic%20Eczema
Shingles_8rotated180.jpg,Shingles
Keloid_8_vertical.jpg,Keloid
Fungal%20Nail%20Infection_74rotated270.jpg,Fungal%20Nail%20Infection
Warts_45_vertical.jpg,Warts
Pemphigoid_123_horizontal.jpg,Pemphigoid
Canker%20Sore_2_horivertical.jpg,Canker%20Sore
Erysipelas_54_vertical.jpg,Erysipelas
Rubeola%20(Measles)_23_vertical.jpg,Rubeola%20(Measles)
Eczema_41_horizontal.jpg,Eczema
Skin%20Cancer_221_horizontal.jpg,Skin%20Cancer
Skin%20Cancer_149_vertical.jpg,Skin%20Cancer
Shingles_36rotated270.jpg,Shingles
Molluscum%20Contagiosum_87_vertical.jpg,Molluscum%20Contagiosum
Decubitus%20Ulcer_8rotated90.jpg,Decubitus%20Ulcer
Mouth%20Ulcers_152.jpg,Mouth%20Ulcers
Molluscum%20Contagiosum_12_horivertical.jpg,Molluscum%20Contagiosum
Fungal%20Nail%20Infection_26_vertical.jpg,Fungal%20Nail%20Infection
Seborrheic%20Eczema_197_horivertical.jpg,Seborrheic%20Eczema
Rubeola%20(Measles)_57_vertical.jpg,Rubeola%20(Measles)
Dermatomyositis_21rotated180.jpg,Dermatomyositis
Actinic%20Keratosis_73rotated90.jpg,Actinic%20Keratosis
Mouth%20Ulcers_74rotated270.jpg,Mouth%20Ulcers
Acrodermatitis_138_vertical.jpg,Acrodermatitis
Pemphigoid_265rotated90.jpg,Pemphigoid
Molluscum%20Contagiosum_55rotated270.jpg,Molluscum%20Contagiosum
Psoriasis_159_vertical.jpg,Psoriasis
Stasis%20Dermatitis%20and%20Leg%20Ulcers_259rotated270.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Tinea%20Versicolor_190rotated270.jpg,Tinea%20Versicolor
Keloid_63_horivertical.jpg,Keloid
Stasis%20Dermatitis%20and%20Leg%20Ulcers_280_horizontal.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Pilonidal%20Sinus_89rotated180.jpg,Pilonidal%20Sinus
Molluscum%20Contagiosum_14_horivertical.jpg,Molluscum%20Contagiosum
Acrodermatitis_19_vertical.jpg,Acrodermatitis
Skin%20Cancer_249_vertical.jpg,Skin%20Cancer
Rosacea_37rotated180.jpg,Rosacea
Mouth%20Ulcers_195.jpg,Mouth%20Ulcers
Impetigo_61rotated180.jpg,Impetigo
Canker%20Sore_88.jpg,Canker%20Sore
Acrodermatitis_121rotated90.jpg,Acrodermatitis
Pemphigoid_148_vertical.jpg,Pemphigoid
Actinic%20Keratosis_65rotated90.jpg,Actinic%20Keratosis
Diaper%20Rash_4.jpg,Diaper%20Rash
Acne_11_horivertical.jpg,Acne
Actinic%20Keratosis_59_horizontal.jpg,Actinic%20Keratosis
Shingles_139rotated270.jpg,Shingles
Pemphigoid_275rotated180.jpg,Pemphigoid
